"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
TSPAN6,774.876174234694,-0.300287851998295,0.178964404508631,-1.67791943220649,0.0933628284403927,0.243797450395155
DPM1,1841.29808071267,0.112899110971884,0.115898606857281,0.974119655389037,0.329997131263822,0.559565719849314
SCYL3,396.306618108844,0.503555873195068,0.17698937864069,2.84511916512995,0.00443948111190638,0.0234409761716433
C1orf112,893.487570549897,0.139950324149896,0.102624969332585,1.3637063675639,0.172659999187862,0.371089658789312
CFH,375.680026295331,2.43258020621798,1.33815310397761,1.8178638894064,0.0690849387106952,0.196842139637538
FUCA2,3563.48939359438,0.0904894529052433,0.136508319036439,0.662885995109853,0.507403571879752,0.722937197200293
GCLC,2552.96123522892,0.805775843799082,0.122770040827735,6.56329376748931,5.26320113832033e-11,1.86983882446973e-09
NFYA,1682.20913862192,0.552637713910779,0.103992113695531,5.31422714927016,1.07110941109157e-07,2.24794128812978e-06
STPG1,374.958967775233,0.121953777277925,0.164764057846755,0.74017221274893,0.459195505982999,0.683171994657739
NIPAL3,1177.34539380614,0.303481448718722,0.133217460420724,2.27809063286656,0.0227211782390422,0.0858902978595948
LAS1L,3048.33007719572,-0.274659768610562,0.0652102800687783,-4.21190904748261,2.53221506978614e-05,0.000294327824025323
ENPP4,572.19638376038,0.345410784197831,0.152524759104244,2.26462107677716,0.0235359423941603,0.0881934259301437
SEMA3F,436.770763318393,-1.20616504070764,0.173761081139222,-6.94151436443484,3.87918777240416e-12,1.59864854635114e-10
ANKIB1,2031.39463165934,-0.0261233227281123,0.104370283346973,-0.250294642214074,0.802359499529205,0.916970726381735
CYP51A1,3044.76163545859,0.0281590812535457,0.0627786012026927,0.44854585342908,0.653759301430625,0.828579126773241
KRIT1,1076.77729768378,-0.0541242874652372,0.158071326545832,-0.342404208580763,0.732046721717452,0.876670873782214
RAD52,451.004261371762,0.214620293026234,0.211559699221265,1.0144668092091,0.310360059196593,0.538140501881864
MYH16,17.6262980254656,3.29987161987345,1.07581204653642,3.06733098081342,0.00215979564556293,0.0130058257445084
BAD,1345.36118482961,-0.712927017810974,0.137646838128071,-5.17939262177346,2.22609504317382e-07,4.334765485273e-06
LAP3,2383.02692238816,-0.438020953739188,0.0640603864048549,-6.83762584526015,8.05163509501922e-12,3.16288320734325e-10
CD99,3336.38651380556,-0.53967693115309,0.165834066570315,-3.25431886411749,0.00113664620225092,0.00763807376822396
HS3ST1,157.392500293436,-0.127159252016792,0.96879614254338,-0.131254911567836,0.895573658491666,0.968746039437761
AOC1,26.789395575601,0.365882214629977,0.524044468879216,0.69818924987892,0.485058848502032,0.704539818016472
WNT16,8.92652743323281,-0.520496476288263,0.943979335585744,-0.551385455874722,0.581369468683441,0.77903165103038
HECW1,367.188746055348,0.521656473570328,0.219300910534671,2.37872461312857,0.0173726492569745,0.0698012911910913
MAD1L1,1659.38745680224,0.00348780154264381,0.176337834727886,0.0197790879536769,0.984219600016189,1
LASP1,34296.5752752987,-0.435475482815662,0.115296378000682,-3.777009220646,0.000158722857602129,0.00145770352123576
SNX11,830.49252799205,-0.225471383133831,0.111085302543225,-2.02971390428627,0.0423856287320768,0.137225062254143
M6PR,5825.79087419311,0.147161065197014,0.0461607320612619,3.18801411125175,0.00143253545278343,0.00922701010877786
KLHL13,152.279254959806,0.484430186658441,0.489310060343949,0.990027031771883,0.322160906590024,0.551111687889192
CYP26B1,404.84754467821,0.860864242493047,0.275323356335604,3.12673887878841,0.00176756842855405,0.010991414540907
ICA1,197.089257444261,0.927478511684032,0.436013477044305,2.12717854037752,0.033405251459646,0.115315782757285
DBNDD1,379.054078619749,-0.432533835830124,0.124216442404431,-3.48209808184536,0.000497501432339234,0.00383028786188895
ALS2,1973.82645578568,0.160468689913972,0.110077840383965,1.45777469247432,0.144902656129954,0.328982162416531
CASP10,192.772731501532,-0.211307917695065,0.331223404928838,-0.63796191498141,0.523498472058408,0.736171756277198
CFLAR,2761.27319617421,0.0577810780294204,0.104204796976251,0.554495375511257,0.579239869678424,0.777456812640083
TFPI,3643.27926229672,-0.390751022646576,0.27661839980799,-1.41259953393487,0.157773506175667,0.348598853949615
NDUFAF7,683.836952423686,-0.12218527878366,0.182223734210484,-0.670523405269071,0.502524191307302,0.718725035309633
RBM5,3208.52188893078,-0.127705978984176,0.11585898086799,-1.10225360198606,0.270351434571336,0.49530863292216
MTMR7,70.8390437590076,0.0801518110665543,0.440672760156033,0.181885104580039,0.855672894336155,0.946649125435169
SLC7A2,1940.68180859769,-0.0935168059037411,0.154089062499035,-0.606900998598306,0.543916615377947,0.751547392776353
ARF5,1749.66405098133,-0.371159139953764,0.143997477673051,-2.57753917604369,0.0099506601248454,0.0451083324779492
SARM1,385.869137586356,-0.543044387552768,0.418026576217566,-1.29906665855172,0.193921054091818,0.399692153500514
POLDIP2,4680.35194483079,-0.0434587273612598,0.11931912209496,-0.364222654325878,0.715691751417705,0.867062335647747
PLXND1,3118.1442098658,0.391519088494027,0.137500794582539,2.847395098208,0.0044078618736257,0.0233158920017736
AK2,7265.04627535989,-0.0862997225749212,0.0814842581453068,-1.05909686777816,0.289555666311038,0.516533034204784
FKBP4,8950.44220957362,0.0431309359599265,0.0675304681825727,0.638688537495689,0.523025570997907,0.735734971280244
KDM1A,4657.81944878742,-0.105678427511826,0.094183092853416,-1.12205305973867,0.261839880424676,0.484914023180465
RBM6,2256.53573822625,-0.00985365537837946,0.106217107083156,-0.09276900537938,0.926087074919681,0.984766804117466
