"GeneName","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
TSPAN6,774.876174234694,0.159823744831802,0.178188495618422,0.896936383446735,0.369752864225242,0.722672043833259
DPM1,1841.29808071267,0.0589132129705023,0.116635196176294,0.505106647923453,0.613483932359919,0.878577596124826
SCYL3,396.306618108844,0.0227195540616195,0.169500085855426,0.134038599136746,0.893372052122607,0.98689122921952
C1orf112,893.487570549897,-0.158962690384483,0.106358729763844,-1.49458996677978,0.135021486233418,0.434116700888045
CFH,375.680026295331,0.272334403473256,0.460425778247421,0.591483831574065,0.554196285339865,0.847568339650562
FUCA2,3563.48939359438,0.0450898175250567,0.136771350830283,0.32967297062824,0.741647079284245,0.935475233803814
GCLC,2552.96123522892,0.130238044058665,0.121576537036714,1.07124324506245,0.28406007160066,0.639310506824696
NFYA,1682.20913862192,-0.0945698082362581,0.104608638719533,-0.904034402835597,0.365977159435602,0.719133777042418
STPG1,374.958967775233,-0.0146985311626302,0.165906877746313,-0.0885950682834595,0.929403727613593,0.99644616689852
NIPAL3,1177.34539380614,-0.550263164440855,0.13291282067281,-4.14003074839133,3.47259271656171e-05,0.00067827177024557
LAS1L,3048.33007719572,-0.0810109538100502,0.0684384844030852,-1.18370467313268,0.236529988465484,0.586702306220902
ENPP4,572.19638376038,0.0630380966246852,0.150777086367566,0.418088040718669,0.675882748514215,0.907306142938055
SEMA3F,436.770763318393,0.886286031171382,0.165304197460499,5.36154583360273,8.25127803715666e-08,2.9934487287038e-06
ANKIB1,2031.39463165934,-0.197712643152489,0.103730053774662,-1.90603047003127,0.0566462525338262,0.255916558711341
CYP51A1,3044.76163545859,-0.118974519188034,0.0638651236569595,-1.86290282356744,0.0624759395001547,0.272093102230815
KRIT1,1076.77729768378,0.00424022533089627,0.157495529290268,0.0269228298098635,0.978521284560523,1
RAD52,451.004261371762,0.0918227721770211,0.214597794676157,0.427883111825954,0.668736223139469,0.903431953152536
MYH16,17.6262980254656,-0.113986095661515,0.980584473496666,-0.116243015000077,0.907459946762569,0.991489051811905
BAD,1345.36118482961,-0.0653974927186223,0.137967778841864,-0.474005548741781,0.635495950405727,0.889112641462659
LAP3,2383.02692238816,-0.0909708020606288,0.0625439503780856,-1.45451001273024,0.145804959522336,0.4549826720108
CD99,3336.38651380556,0.427078497281572,0.164270633783692,2.59984689560484,0.00932653609994323,0.0708428137924854
HS3ST1,157.392500293436,-0.68311915662386,0.95593542217467,-0.714608059056775,0.474851263525117,0.799434065020429
AOC1,26.789395575601,1.13612839335797,0.310518377325345,3.65881209074976,0.000253387039082658,0.00378798529815142
WNT16,8.92652743323281,-1.37466606818842,0.676685523455604,-2.03146959782509,0.0422073805509067,0.210223491997746
HECW1,367.188746055348,-0.705707456892759,0.20754534324721,-3.40025676245688,0.000673226032242101,0.00862265379468865
MAD1L1,1659.38745680224,0.559587141708797,0.178930960598222,3.12739136836868,0.0017636498231365,0.0187289337528806
LASP1,34296.5752752987,0.301654066317109,0.115314068266478,2.61593464571919,0.0088983587547543,0.0682779712799036
SNX11,830.49252799205,-0.0438219354685602,0.113719933117032,-0.385349641592402,0.699978387202655,0.917867617166775
M6PR,5825.79087419311,0.342100658464961,0.0467781123320496,7.31326343475758,2.60731136400302e-13,1.9804702569073e-11
KLHL13,152.279254959806,-0.533183563041479,0.350702911477568,-1.52032830521735,0.128428483512051,0.421747460281738
CYP26B1,404.84754467821,-0.265300068526319,0.259601248854744,-1.02195220437774,0.306803522460192,0.66033390961621
ICA1,197.089257444261,0.414629937532081,0.405872466730222,1.02157690289369,0.306981194060911,0.660365466540146
DBNDD1,379.054078619749,0.185378961453064,0.117042749438932,1.5838568586411,0.113226296754312,0.391301495702581
ALS2,1973.82645578568,-0.167888662063317,0.109870509114856,-1.52805938022742,0.126497795484688,0.418648377310597
CASP10,192.772731501532,1.29901626066153,0.332013692674424,3.91253821551076,9.13310794188957e-05,0.00157443553456877
CFLAR,2761.27319617421,0.106720797514218,0.100701430137729,1.05977439812182,0.289247246752533,0.64392017621226
TFPI,3643.27926229672,-0.235453744529426,0.274149122285858,-0.858852811806255,0.390421726409018,0.738871842742026
NDUFAF7,683.836952423686,-0.115628351327952,0.181402282931862,-0.637413981010284,0.52385522391819,0.829908360122133
RBM5,3208.52188893078,-0.0106326424942714,0.115279468435067,-0.0922336183416772,0.926512428301246,0.995738020889488
MTMR7,70.8390437590076,-0.187518330307789,0.461857919089373,-0.406008693490654,0.684736212782664,0.910823889618043
SLC7A2,1940.68180859769,0.0181383384203096,0.161993664596736,0.111969430813624,0.910847644795186,0.992268555384131
ARF5,1749.66405098133,0.0198103104662579,0.144004247803493,0.137567542405352,0.890582208988802,0.986653761800549
SARM1,385.869137586356,0.840427336574427,0.440277200331382,1.90885954562686,0.0562802129094485,0.254798414239879
POLDIP2,4680.35194483079,0.0499793596031525,0.119915469527697,0.416788257595144,0.676833292071485,0.907609772300767
PLXND1,3118.1442098658,1.12077659829121,0.137536971198831,8.14891144193482,3.67214734580228e-16,3.95723622348624e-14
AK2,7265.04627535989,-0.0696374570525234,0.0820729475084771,-0.848482467932941,0.396169332259537,0.743303903136509
FKBP4,8950.44220957362,-0.0195105112517852,0.0688566993132447,-0.283349498979431,0.776908936590883,0.948259772184464
KDM1A,4657.81944878742,-0.159227202885728,0.0954475836586422,-1.66821617459889,0.0952728211652092,0.352765590858736
RBM6,2256.53573822625,0.100602535129267,0.106774682945209,0.9421946509632,0.346092992009389,0.701485249068599
